edge,n_iso,n_blocks,has_dupl,n_categories,majority_category,singleton,cat_entropy,n_nodes,min_length,max_length,mean_length,n_all_cores,core_left_length,core_right_length,transitive,nonempty_acc_len,nonempty_freq,tot_acc_len
DKYALGPKAD_f__XKJZBXCDPZ_r,222,11,True,5,149,False,0.7045572623707996,39,12287,14125,12519.40990990991,0,1227.0,5723.0,False,1678.4099099099099,1.0,3953
DGMGBEYIHM_r__GXPNFHPAJW_f,222,11,False,8,214,False,0.22382530270202666,68,12395,26259,24574.824324324323,0,6565.0,1011.0,False,16998.824324324323,1.0,19451
DGMGBEYIHM_f__JVDYVQZUBR_f,222,3,False,2,221,True,0.028830728559561508,5,10012,10934,10016.153153153153,221,6569.0,3443.0,False,922.0,0.0045045045045045045,922
DFKRGGPXPB_r__TORJAESOXF_r,222,21,True,4,219,False,0.08643094570194752,57,5107,43018,5605.860360360361,219,3438.0,1669.0,False,36915.666666666664,0.013513513513513514,39930
DFKRGGPXPB_f__LRPZIYPPND_r,222,3,False,2,221,True,0.028830728559561508,5,5358,6134,5361.495495495496,221,3437.0,1921.0,False,776.0,0.0045045045045045045,776
DDVKABGVWS_r__IXLMXEMXWI_r,222,3,False,2,221,True,0.028830728559561508,5,12090,50586,12263.405405405405,221,4872.0,7218.0,False,38496.0,0.0045045045045045045,38496
DDVKABGVWS_f__HTGOZRIQGS_f,222,3,False,2,221,True,0.028830728559561508,5,11335,12111,11338.495495495496,221,4873.0,6462.0,False,776.0,0.0045045045045045045,776
DCXMFWGYAY_r__SVIVJSLGHF_f,222,3,False,2,221,True,0.028830728559561508,5,36616,37815,36621.4009009009,221,4052.0,32564.0,False,1199.0,0.0045045045045045045,1199
DCUQYOMUNY_r__GRXLFRUXHG_r,222,3,False,2,221,True,0.028830728559561508,5,2294,3071,2297.5,221,639.0,1655.0,False,777.0,0.0045045045045045045,777
DCRZLNKVGV_r__WOABSWWVRB_r,222,5,False,3,169,False,0.5719676693126685,10,8793,9570,8803.527027027027,0,7951.0,600.0,False,252.52702702702703,1.0,1291
VZOKOXMBEZ_f__ZEWJRLKRRP_r,222,5,False,3,213,False,0.1838000682256748,11,3633,5068,3690.608108108108,213,1252.0,2051.0,False,1421.0,0.04054054054054054,2744
DAUXXHIOJT_r__DKYALGPKAD_f,222,17,True,7,146,False,0.7793101382957384,76,19227,35851,19939.671171171172,0,5855.0,1177.0,False,12907.67117117117,1.0,22240
DAUXXHIOJT_f__LELSLSXUJD_f,222,3,False,2,150,False,0.6300861445587914,5,16127,16269,16222.945945945947,72,5856.0,10271.0,False,142.0,0.6756756756756757,142
CYXDVNMRLW_r__IWNOJXIDQP_r,222,3,False,2,221,True,0.028830728559561508,5,12533,13309,12536.495495495496,221,7381.0,5152.0,False,776.0,0.0045045045045045045,776
CYXDVNMRLW_f__GAIVNEGFHR_f,222,4,False,3,219,False,0.08018637650771378,11,11151,11919,11161.378378378378,219,7389.0,3595.0,False,768.0,0.013513513513513514,768
CYKWAFZRJS_r__MXGPCKRKDO_r,222,3,False,2,221,True,0.028830728559561508,5,25728,26505,25731.5,221,3781.0,21947.0,False,777.0,0.0045045045045045045,777
CYKWAFZRJS_f__IAAEMJLVAI_f,222,12,False,8,214,False,0.22382530270202666,58,8916,11267,9634.995495495496,0,3791.0,1947.0,False,3896.9954954954956,1.0,11872
WHVMROPOZM_r__YKNSROAGSI_r,222,3,False,2,221,True,0.028830728559561508,5,23272,24049,23275.5,221,10369.0,12903.0,False,777.0,0.0045045045045045045,777
WOABSWWVRB_r__YNFGSNJILT_r,222,4,False,3,200,False,0.34142312735967034,9,11598,14963,11691.198198198199,200,600.0,10998.0,False,940.4545454545455,0.0990990990990991,3365
CYGJWOEQKN_f__SKPHAXSFLS_f,222,3,False,2,201,False,0.31304108587198165,5,3771,4548,3844.5,201,615.0,3156.0,False,777.0,0.0945945945945946,777
CXKKDGMPSE_r__QGDRSQCGSH_r,222,3,False,2,221,True,0.028830728559561508,5,15580,16357,15583.5,221,13599.0,1981.0,False,777.0,0.0045045045045045045,777
CXKKDGMPSE_f__KBLPANZOCZ_f,222,119,True,23,163,False,1.1532830132074026,433,19937,66664,29434.42792792793,0,13613.0,6172.0,False,9649.427927927927,1.0,229183
CWZOVUXMRN_r__EVCCMUBHOL_r,222,3,False,2,221,True,0.028830728559561508,5,15326,15497,15496.22972972973,1,3917.0,11409.0,False,171.0,0.9954954954954955,171
CWZOVUXMRN_f__MVMOFPVELT_f,222,5,True,4,159,False,0.7430093978669124,24,17453,18573,17972.783783783783,0,3927.0,13406.0,False,639.7837837837837,1.0,448
DNDTBYGQOW_f__JSJIXCXPII_f,222,3,False,2,221,True,0.028830728559561508,5,3070,3847,3073.5,221,735.0,2335.0,False,777.0,0.0045045045045045045,777
DNDTBYGQOW_r__MQBRJIVJKG_r,222,4,False,3,219,False,0.08018637650771378,11,19918,20695,19928.5,219,737.0,19028.0,False,777.0,0.013513513513513514,777
DPJBZMTOEF_f__WCJONKLHBM_f,222,3,False,2,221,True,0.028830728559561508,5,28163,28940,28166.5,221,25396.0,2767.0,False,777.0,0.0045045045045045045,777
DPJBZMTOEF_r__LOWYZIKPDZ_r,222,3,False,2,221,True,0.028830728559561508,5,26721,27497,26724.495495495496,221,25397.0,1324.0,False,776.0,0.0045045045045045045,776
EJPOGALASQ_r__QRYVQHRCDP_r,222,3,False,3,220,False,0.057641074676245505,8,12243,13001,12249.82882882883,220,9898.0,2345.0,False,758.0,0.009009009009009009,758
EJPOGALASQ_f__KUIFCLFQSI_r,222,141,True,65,128,False,2.2850067412631616,3601,52321,184517,108515.81531531531,0,9850.0,2757.0,False,95908.81531531531,1.0,397473
EJEMQMIILW_r__XIWJABIXEM_r,222,3,False,2,221,True,0.028830728559561508,5,3048,3825,3051.5,221,1879.0,1169.0,False,777.0,0.0045045045045045045,777
EJEMQMIILW_f__LWQLAUQSCU_f,222,6,False,3,169,False,0.5719676693126685,12,9721,19701,12062.157657657657,0,1879.0,7259.0,False,2924.1576576576576,1.0,11923
EGYHVCAWLL_r__HZDABMLPJE_f,222,3,False,2,221,True,0.028830728559561508,5,18460,19237,18463.5,221,17651.0,809.0,False,777.0,0.0045045045045045045,777
EGYHVCAWLL_f__NHKCAMVGSA_f,222,6,False,4,219,False,0.08643094570194752,19,36796,39804,36816.54954954955,219,17636.0,18724.0,False,1520.6666666666667,0.013513513513513514,3785
ECUNSSDDUZ_r__JFHWUQKCYR_r,222,4,True,4,97,False,1.208841087058095,12,39526,39746,39655.81981981982,57,29630.0,9896.0,False,174.66666666666666,0.7432432432432432,220
ECUNSSDDUZ_f__XWQYUUGDGN_f,222,3,False,2,221,True,0.028830728559561508,5,31778,66919,31936.292792792792,221,29718.0,2060.0,False,35141.0,0.0045045045045045045,35141
ECOWCWQMQJ_f__ZEJJQGEZHP_f,222,5,False,3,220,False,0.057641074676245505,11,2947,3723,2953.981981981982,220,1288.0,1382.0,False,775.0,0.009009009009009009,1550
EBYIKMBRVE_r__PUSHEQNFCL_r,222,3,False,2,221,True,0.028830728559561508,5,2435,2799,2797.3603603603606,1,1856.0,579.0,False,364.0,0.9954954954954955,364
EBYIKMBRVE_f__VSCDQDGRHO_f,222,3,False,2,216,False,0.12425083738963087,5,2930,3314,3303.6216216216217,6,1857.0,1073.0,False,384.0,0.972972972972973,384
DZZSXIRRFM_r__FVXBUHYICJ_r,222,3,False,2,221,True,0.028830728559561508,5,3443,3708,3706.8063063063064,1,2581.0,862.0,False,265.0,0.9954954954954955,265
DYNPHLIMVT_f__HCFXQUVBMJ_f,222,3,False,2,221,True,0.028830728559561508,5,3428,5968,3439.4414414414414,221,1153.0,2275.0,False,2540.0,0.0045045045045045045,2540
DWAEPOSFWS_f__SPDPCYMYDN_f,222,3,False,2,221,True,0.028830728559561508,5,7281,8721,7287.486486486487,221,2705.0,4576.0,False,1440.0,0.0045045045045045045,1440
DVVYKKYAWE_f__IAOFBOJKOX_f,222,3,False,2,221,True,0.028830728559561508,5,10799,11576,10802.5,221,5286.0,5513.0,False,777.0,0.0045045045045045045,777
DUDBSWXWSY_r__WGWTVRNGKK_f,222,11,False,7,170,False,0.7810183689314992,50,27739,79502,41709.842342342345,0,501.0,26166.0,False,15042.842342342343,1.0,57852
DUDBSWXWSY_f__VJEJDHVKTM_r,222,1,False,1,222,False,0.0,1,6927,6927,6927.0,222,6927.0,6927.0,True,,0.0,0
DTVZLGOMLA_r__WJBYSSJHSE_r,222,3,False,2,221,True,0.028830728559561508,5,17614,19052,17620.477477477478,221,15933.0,1681.0,False,1438.0,0.0045045045045045045,1438
DTNHTXEXWJ_r__QZJVOAHOBS_r,222,72,True,10,191,False,0.5833450184878743,224,8054,134145,21623.234234234234,0,6429.0,759.0,False,14435.234234234234,1.0,249436
DTNHTXEXWJ_f__YKNSROAGSI_f,222,3,False,2,221,True,0.028830728559561508,5,19332,20109,19335.5,221,6421.0,12911.0,False,777.0,0.0045045045045045045,777
DSTCDJCESN_r__VGGCNZRXUG_r,222,3,False,2,221,True,0.028830728559561508,5,14494,15832,14500.027027027027,221,4217.0,10277.0,False,1338.0,0.0045045045045045045,1338
DSTCDJCESN_f__SBTAELODZT_f,222,3,False,2,221,True,0.028830728559561508,5,7517,8293,7520.495495495496,221,4218.0,3299.0,False,776.0,0.0045045045045045045,776
VZOKOXMBEZ_r__YUOECYBHUS_f,222,1,False,1,222,False,0.0,1,11585,11585,11585.0,222,11585.0,11585.0,True,,0.0,0
VZTFXIZVXB_f__YOCIMVGHSL_f,222,146,True,29,182,False,1.0454104549054533,1521,6154,79060,17197.108108108107,0,4162.0,792.0,False,12243.108108108108,1.0,268375
DSLXSJZSTL_f__GJOUKDYRJE_f,222,3,False,2,221,True,0.028830728559561508,5,9098,31595,9199.337837837838,221,496.0,8602.0,False,22497.0,0.0045045045045045045,22497
DRPPNPOGXL_r__WZDCCWPRYS_r,222,3,False,2,221,True,0.028830728559561508,5,10420,10579,10578.283783783783,1,1310.0,9110.0,False,159.0,0.9954954954954955,159
QWMTKCOYQH_f__TYNDBFDKGO_r,222,3,False,2,221,True,0.028830728559561508,5,4655,5432,4658.5,221,666.0,3989.0,False,777.0,0.0045045045045045045,777
TYURTJYUUV_f__XRXZJDDTTM_f,221,1,False,1,221,False,0.0,1,25232,25232,25232.0,221,25232.0,25232.0,True,,0.0,0
XFUKGTZLAV_f__YBWQKVQGZE_f,221,40,True,37,122,False,1.9376976662934862,1231,24829,54669,48851.60180995475,22,12384.0,12445.0,False,26678.366834170854,0.9004524886877828,38025
ZPIAIJAZDD_r__ZUHGCANVTN_f,221,1,False,1,221,False,0.0,1,22505,22505,22505.0,221,22505.0,22505.0,True,,0.0,0
QJRASUKHLX_r__UHYGUNDBFL_f,221,84,False,11,196,False,0.5704269973091222,305,2899,50898,7378.018099547511,196,1521.0,1378.0,False,39594.52,0.11312217194570136,157135
IRXHOEIDDO_f__RVLRLPDSYQ_f,221,36,True,11,204,False,0.4315301244430248,187,60093,109987,70599.80542986425,0,5846.0,5181.0,False,59572.80542986425,1.0,186799
ATPWUNKKID_f__KKPYPKGMXA_f,221,98,True,33,186,False,0.9812044915900828,1044,28040,69479,33257.66063348416,186,21055.0,6985.0,False,32945.8,0.1583710407239819,132147
BLEICFLMSM_f__EQHTXGCHGZ_f,221,1,False,1,221,False,0.0,1,4194,4194,4194.0,221,4194.0,4194.0,True,,0.0,0
BLEICFLMSM_r__NEECSYVOPQ_r,221,3,False,2,220,True,0.02894070967377299,5,4914,6168,4919.6742081447965,220,3576.0,1338.0,False,1254.0,0.004524886877828055,1254
BWEZXGGFBK_r__MVMOFPVELT_r,221,29,False,9,209,False,0.31845100808386323,112,20946,57115,22336.339366515836,209,7319.0,13385.0,False,25605.416666666668,0.05429864253393665,56956
ELYKQDZNBM_f__KGJXRPELGX_r,221,5,False,3,218,False,0.08048750672525823,11,3102,5642,3120.5158371040725,218,826.0,2035.0,False,1364.0,0.013574660633484163,3316
ELYKQDZNBM_r__NHYWGMABYN_f,221,1,False,1,221,False,0.0,1,10891,10891,10891.0,221,10891.0,10891.0,True,,0.0,0
EQHTXGCHGZ_f__YKRBMZRPTW_f,221,6,False,4,218,False,0.08676033188869664,16,1093,35067,1810.3212669683257,1,623.0,470.0,False,720.5818181818182,0.995475113122172,36983
EVCCMUBHOL_r__WNLYKTZGKW_f,221,12,True,9,157,False,0.8371895352190553,75,12718,35724,34316.06787330317,0,11399.0,551.0,False,22366.067873303167,1.0,24653
QBGLNTNIEN_f__WDPQHEJPPO_f,221,1,False,1,221,False,0.0,1,14038,14038,14038.0,221,14038.0,14038.0,True,,0.0,0
ADIVNXMSJF_f__SKCSCYCISB_f,221,1,False,1,221,False,0.0,1,8823,8823,8823.0,221,8823.0,8823.0,True,,0.0,0
HOIZZDAEJL_r__KSXZRIJFEH_r,221,4,False,2,220,True,0.02894070967377299,6,16397,16488,16487.58823529412,0,7267.0,8942.0,False,278.5882352941176,1.0,467
LATJWEMOFA_r__RYJVCTXEHC_r,221,1,False,1,221,False,0.0,1,12959,12959,12959.0,221,12959.0,12959.0,True,,0.0,0
KYQOKYBCOW_r__XXIWNZXZTK_r,220,80,True,41,72,False,2.3485912541170912,2207,42558,125158,79234.46363636364,0,13793.0,16094.0,False,44858.46363636364,1.0,122764
GPXHVRRZLC_f__ZLAJFQLBFQ_r,220,47,True,9,184,False,0.6257147253717429,208,5328,58184,13492.977272727272,184,4664.0,664.0,False,49897.083333333336,0.16363636363636364,112039
IFRPFFEGON_r__TCWDRAKLPS_r,220,90,True,58,46,False,3.028416599628611,3778,15781,91445,54548.62727272727,0,3271.0,2079.0,False,48615.62727272727,1.0,140350
HEVMPTBCLE_r__XISLAJEPQB_f,220,1,False,1,220,False,0.0,1,22237,22237,22237.0,220,22237.0,22237.0,True,,0.0,0
IHKFSQQUKE_r__KPBYGJHRZJ_f,220,214,True,83,49,False,3.5501428982532044,6146,80993,198476,133841.20909090908,0,710.0,7265.0,False,116658.20909090909,1.0,430389
HEVMPTBCLE_f__UIKHOVSIJN_f,220,3,False,2,219,True,0.029051597125935694,5,18283,19060,18286.53181818182,219,1330.0,16953.0,False,777.0,0.004545454545454545,777
BKGMWIBGXJ_r__WGWTVRNGKK_r,220,6,True,4,217,False,0.08709242945109011,20,34195,34685,34439.586363636365,0,2686.0,27988.0,False,523.5863636363637,1.0,712
SKPHAXSFLS_f__TORJAESOXF_f,220,39,True,6,213,False,0.19031927354169187,113,8240,56716,9111.459090909091,0,3209.0,1663.0,False,3954.4590909090907,1.0,77440
EWEQPJREYX_r__WDXIDBBCPP_r,220,6,False,4,127,False,0.7849933150730548,18,10898,14421,11679.227272727272,0,6402.0,4328.0,False,949.2272727272727,1.0,3691
DSLXSJZSTL_r__QQSILILDBT_r,220,11,False,6,211,False,0.22920237376577293,36,2592,39404,4169.136363636364,1,499.0,1829.0,False,1584.337899543379,0.9954545454545455,56171
CYGJWOEQKN_r__EOBHADSLFU_r,220,3,False,2,212,False,0.15621017106188279,5,1312,2089,1340.2545454545455,212,614.0,698.0,False,777.0,0.03636363636363636,777
XXVMWZCEKI_r__YUOECYBHUS_r,219,323,True,134,28,False,4.403688365671554,18845,31533,266080,150841.0684931507,0,,10084.0,False,128983.06849315068,1.0,670600
JVNRLCFAVD_f__PLTCZQCVRD_r,218,254,True,68,89,False,2.7775434525251512,6502,68292,388178,130260.76146788991,0,4954.0,15653.0,False,109653.76146788991,1.0,485085
RYYAQMEJGY_r__ZTHKZYHPIX_f,216,177,True,109,34,False,3.995602141199354,12845,20375,158159,106061.99537037036,0,,5634.0,False,99149.99537037036,1.0,328441
KGJXRPELGX_r__KIVDDRSTJR_r,215,15,True,16,189,False,0.649418894615905,297,15090,85270,16595.04651162791,0,5158.0,8230.0,False,2274.046511627907,1.0,11216
JVNRLCFAVD_f__ZTHKZYHPIX_f,3,24,True,3,1,False,1.0986122886681096,60,67126,224227,136947.33333333334,0,9202.0,14018.0,False,76794.33333333333,1.0,167416
PLTCZQCVRD_f__RYYAQMEJGY_f,3,48,True,3,1,False,1.0986122886681096,80,101503,262254,170909.66666666666,0,86470.0,2109.0,False,82330.66666666667,1.0,179773
CYGJWOEQKN_r__TORJAESOXF_f,2,1,False,1,2,False,0.0,1,3886,3886,3886.0,2,3886.0,3886.0,True,,0.0,0
RYYAQMEJGY_r__XXVMWZCEKI_f,2,1,False,1,2,False,0.0,1,92737,92737,92737.0,2,92737.0,92737.0,True,,0.0,0
DSLXSJZSTL_r__KGJXRPELGX_f,2,7,True,2,1,True,0.6931471805599453,20,17091,20511,18801.0,0,1133.0,6426.0,False,4990.0,1.0,3420
HEVMPTBCLE_f__XISLAJEPQB_f,2,1,False,1,2,False,0.0,1,23006,23006,23006.0,2,23006.0,23006.0,True,,0.0,0
HEVMPTBCLE_r__UIKHOVSIJN_f,2,1,False,1,2,False,0.0,1,19060,19060,19060.0,2,19060.0,19060.0,True,,0.0,0
GPXHVRRZLC_f__KYQOKYBCOW_f,2,8,False,2,1,True,0.6931471805599453,12,65779,105312,85545.5,0,18605.0,29023.0,False,35067.5,1.0,70135
EOBHADSLFU_f__SKPHAXSFLS_r,2,1,False,1,2,False,0.0,1,7230,7230,7230.0,2,7230.0,7230.0,True,,0.0,0
XXIWNZXZTK_f__ZLAJFQLBFQ_r,2,3,False,2,1,True,0.6931471805599453,6,83629,83629,83629.0,2,31644.0,48920.0,False,,0.0,0
YUOECYBHUS_f__ZTHKZYHPIX_f,2,20,True,2,1,True,0.6931471805599453,35,66709,186025,126367.0,0,60231.0,5710.0,False,60426.0,1.0,109823
KIVDDRSTJR_f__QQSILILDBT_r,2,1,False,1,2,False,0.0,1,11507,11507,11507.0,2,11507.0,11507.0,True,,0.0,0
